nt n policy kernel bw
48 268435456 4d-openmp Copy 176.5194
48 268435456 4d-openmp Scale 167.6561
48 268435456 4d-openmp Add 191.8779
48 268435456 4d-openmp Triad 191.4477
48 268435456 4d-openmp-simd Set 131.6029
48 268435456 4d-openmp-simd Copy 167.9649
48 268435456 4d-openmp-simd Scale 167.7586
48 268435456 4d-openmp-simd Add 193.1453
48 268435456 4d-openmp-simd Triad 192.3701
48 254803968 5d-mdrange Set 85.7038
48 254803968 5d-mdrange Copy 105.5546
48 254803968 5d-mdrange Scale 101.4308
48 254803968 5d-mdrange Add 112.1093
48 254803968 5d-mdrange Triad 110.2888
48 429981696 range Set 132.0538
48 429981696 range Copy 194.9781
48 429981696 range Scale 189.5178
48 429981696 range Add 231.0979
48 429981696 range Triad 230.5295
48 429981696 2d-mdrange Set 127.9496
48 429981696 2d-mdrange Copy 172.8877
48 429981696 2d-mdrange Scale 174.0930
48 429981696 2d-mdrange Add 206.9675
48 429981696 2d-mdrange Triad 207.4664
48 438976000 3d-mdrange Set 96.4901
48 438976000 3d-mdrange Copy 132.6277
48 438976000 3d-mdrange Scale 134.2424
48 438976000 3d-mdrange Add 151.3649
48 438976000 3d-mdrange Triad 154.5382
48 429981696 4d-mdrange Set 95.4081
48 429981696 4d-mdrange Copy 118.8814
48 429981696 4d-mdrange Scale 117.8772
48 429981696 4d-mdrange Add 127.3508
48 429981696 4d-mdrange Triad 129.1955
48 429981696 4d-mdrange-tiling Set 127.6934
48 429981696 4d-mdrange-tiling Copy 172.9506
48 429981696 4d-mdrange-tiling Scale 163.3174
48 429981696 4d-mdrange-tiling Add 188.1729
48 429981696 4d-mdrange-tiling Triad 188.0561
48 429981696 4d-openmp Set 129.7633
48 429981696 4d-openmp Copy 175.4324
48 429981696 4d-openmp Scale 167.7881
48 429981696 4d-openmp Add 192.2188
48 429981696 4d-openmp Triad 191.8818
48 429981696 4d-openmp-simd Set 129.1143
48 429981696 4d-openmp-simd Copy 167.9493
48 429981696 4d-openmp-simd Scale 167.7241
48 429981696 4d-openmp-simd Add 193.1712
48 429981696 4d-openmp-simd Triad 192.7656
48 380204032 5d-mdrange Set 92.1650
48 380204032 5d-mdrange Copy 103.7230
48 380204032 5d-mdrange Scale 100.6966
48 380204032 5d-mdrange Add 103.0626
48 380204032 5d-mdrange Triad 103.8562
48 655360000 range Set 128.6457
48 655360000 range Copy 180.1210
48 655360000 range Scale 177.0445
48 655360000 range Add 232.3124
48 655360000 range Triad 231.7874
48 655360000 2d-mdrange Set 126.8304
48 655360000 2d-mdrange Copy 172.7694
48 655360000 2d-mdrange Scale 174.2831
48 655360000 2d-mdrange Add 206.7782
48 655360000 2d-mdrange Triad 207.9357
48 636056000 3d-mdrange Set 109.1954
48 636056000 3d-mdrange Copy 143.1397
48 636056000 3d-mdrange Scale 140.4582
48 636056000 3d-mdrange Add 160.4183
48 636056000 3d-mdrange Triad 158.4198
48 655360000 4d-mdrange Set 93.9179
48 655360000 4d-mdrange Copy 122.0534
48 655360000 4d-mdrange Scale 119.4634
48 655360000 4d-mdrange Add 134.7989
48 655360000 4d-mdrange Triad 133.7597
48 655360000 4d-mdrange-tiling Set 124.7670
48 655360000 4d-mdrange-tiling Copy 172.1208
48 655360000 4d-mdrange-tiling Scale 163.8463
48 655360000 4d-mdrange-tiling Add 189.3704
48 655360000 4d-mdrange-tiling Triad 188.9805
48 655360000 4d-openmp Set 128.2695
48 655360000 4d-openmp Copy 174.8481
48 655360000 4d-openmp Scale 167.6222
48 655360000 4d-openmp Add 192.5511
48 655360000 4d-openmp Triad 192.4393
48 655360000 4d-openmp-simd Set 127.8211
48 655360000 4d-openmp-simd Copy 167.8695
48 655360000 4d-openmp-simd Scale 168.2298
48 655360000 4d-openmp-simd Add 193.6604
48 655360000 4d-openmp-simd Triad 193.3694
48 656356768 5d-mdrange Set 93.3484
48 656356768 5d-mdrange Copy 103.4058
48 656356768 5d-mdrange Scale 103.9382
48 656356768 5d-mdrange Add 104.5111
48 656356768 5d-mdrange Triad 103.9279
48 1358954496 range Set 129.4735
48 1358954496 range Copy 194.7334
48 1358954496 range Scale 189.2093
48 1358954496 range Add 229.5324
48 1358954496 range Triad 229.2687
48 1358954496 2d-mdrange Set 123.8566
48 1358954496 2d-mdrange Copy 171.8435
48 1358954496 2d-mdrange Scale 172.5307
48 1358954496 2d-mdrange Add 206.9788
48 1358954496 2d-mdrange Triad 207.4241
48 1331000000 3d-mdrange Set 112.0020
48 1331000000 3d-mdrange Copy 147.6397
48 1331000000 3d-mdrange Scale 144.3158
48 1331000000 3d-mdrange Add 163.6963
48 1331000000 3d-mdrange Triad 162.7832
48 1358954496 4d-mdrange Set 91.5512
48 1358954496 4d-mdrange Copy 124.5271
48 1358954496 4d-mdrange Scale 124.7362
48 1358954496 4d-mdrange Add 140.7290
48 1358954496 4d-mdrange Triad 140.4067
48 1358954496 4d-mdrange-tiling Set 124.1234
48 1358954496 4d-mdrange-tiling Copy 172.4509
48 1358954496 4d-mdrange-tiling Scale 163.2049
48 1358954496 4d-mdrange-tiling Add 190.5300
48 1358954496 4d-mdrange-tiling Triad 188.1643
48 1358954496 4d-openmp Set 127.1854
48 1358954496 4d-openmp Copy 174.6581
48 1358954496 4d-openmp Scale 167.9186
48 1358954496 4d-openmp Add 193.4565
48 1358954496 4d-openmp Triad 193.5297
48 1358954496 4d-openmp-simd Set 127.0529
48 1358954496 4d-openmp-simd Copy 168.3890
48 1358954496 4d-openmp-simd Scale 168.7473
48 1358954496 4d-openmp-simd Add 194.9151
48 1358954496 4d-openmp-simd Triad 194.9207
48 1453933568 5d-mdrange Set 95.4667
48 1453933568 5d-mdrange Copy 111.4207
48 1453933568 5d-mdrange Scale 109.0869
48 1453933568 5d-mdrange Add 113.8942
48 1453933568 5d-mdrange Triad 111.6943
96 256 range Set 0.0824
96 256 range Copy 0.1686
96 256 range Scale 0.1649
96 256 range Add 0.2514
96 256 range Triad 0.2609
96 256 2d-mdrange Set 0.0868
96 256 2d-mdrange Copy 0.1690
96 256 2d-mdrange Scale 0.1758
96 256 2d-mdrange Add 0.2663
96 256 2d-mdrange Triad 0.2615
96 512 3d-mdrange Set 0.1773
96 512 3d-mdrange Copy 0.3444
96 512 3d-mdrange Scale 0.3521
96 512 3d-mdrange Add 0.5226
96 512 3d-mdrange Triad 0.5347
96 256 4d-mdrange Set 0.0864
96 256 4d-mdrange Copy 0.1819
96 256 4d-mdrange Scale 0.1788
96 256 4d-mdrange Add 0.2647
96 256 4d-mdrange Triad 0.2563
96 256 4d-mdrange-tiling Set 0.0865
96 256 4d-mdrange-tiling Copy 0.1751
96 256 4d-mdrange-tiling Scale 0.1754
96 256 4d-mdrange-tiling Add 0.2619
96 256 4d-mdrange-tiling Triad 0.2595
96 256 4d-openmp Set 0.0885
96 256 4d-openmp Copy 0.1830
96 256 4d-openmp Scale 0.1766
96 256 4d-openmp Add 0.2683
96 256 4d-openmp Triad 0.2611
96 256 4d-openmp-simd Set 0.0876
96 256 4d-openmp-simd Copy 0.1734
96 256 4d-openmp-simd Scale 0.1696
96 256 4d-openmp-simd Add 0.2605
96 256 4d-openmp-simd Triad 0.2560
96 1024 5d-mdrange Set 0.3488
96 1024 5d-mdrange Copy 0.6795
96 1024 5d-mdrange Scale 0.6884
96 1024 5d-mdrange Add 1.0442
96 1024 5d-mdrange Triad 1.0619
96 4096 range Set 1.3801
96 4096 range Copy 2.7792
96 4096 range Scale 2.8843
96 4096 range Add 4.3285
96 4096 range Triad 4.2694
96 4096 2d-mdrange Set 1.4431
96 4096 2d-mdrange Copy 2.9278
96 4096 2d-mdrange Scale 2.8702
96 4096 2d-mdrange Add 4.3129
96 4096 2d-mdrange Triad 4.3528
96 4096 3d-mdrange Set 1.3197
96 4096 3d-mdrange Copy 2.7495
96 4096 3d-mdrange Scale 2.7224
96 4096 3d-mdrange Add 4.0302
96 4096 3d-mdrange Triad 4.0815
96 4096 4d-mdrange Set 1.3978
96 4096 4d-mdrange Copy 2.8491
96 4096 4d-mdrange Scale 2.7331
96 4096 4d-mdrange Add 4.1982
96 4096 4d-mdrange Triad 4.1308
96 4096 4d-mdrange-tiling Set 1.3975
96 4096 4d-mdrange-tiling Copy 2.9019
