nt n policy kernel bw
64 438976000 3d-mdrange Add 56.6268
64 438976000 3d-mdrange Triad 56.1927
64 429981696 4d-mdrange Set 37.9179
64 429981696 4d-mdrange Copy 48.3714
64 429981696 4d-mdrange Scale 49.1785
64 429981696 4d-mdrange Add 52.4291
64 429981696 4d-mdrange Triad 52.4988
64 429981696 4d-mdrange-tiling Set 81.6571
64 429981696 4d-mdrange-tiling Copy 105.7175
64 429981696 4d-mdrange-tiling Scale 107.2852
64 429981696 4d-mdrange-tiling Add 120.3180
64 429981696 4d-mdrange-tiling Triad 120.7416
64 429981696 4d-openmp Set 82.3324
64 429981696 4d-openmp Copy 106.1765
64 429981696 4d-openmp Scale 107.9451
64 429981696 4d-openmp Add 121.0384
64 429981696 4d-openmp Triad 121.3963
64 429981696 4d-openmp-simd Set 82.1053
64 429981696 4d-openmp-simd Copy 106.3127
64 429981696 4d-openmp-simd Scale 107.7821
64 429981696 4d-openmp-simd Add 121.1454
64 429981696 4d-openmp-simd Triad 121.5540
64 380204032 5d-mdrange Set 37.0172
64 380204032 5d-mdrange Copy 47.4051
64 380204032 5d-mdrange Scale 48.1642
64 380204032 5d-mdrange Add 53.1832
64 380204032 5d-mdrange Triad 52.7383
64 655360000 range Set 80.6524
64 655360000 range Copy 105.1669
64 655360000 range Scale 105.2009
64 655360000 range Add 118.5585
64 655360000 range Triad 118.3628
64 655360000 2d-mdrange Set 78.4412
64 655360000 2d-mdrange Copy 104.3112
64 655360000 2d-mdrange Scale 107.0002
64 655360000 2d-mdrange Add 119.3465
64 655360000 2d-mdrange Triad 119.9396
64 636056000 3d-mdrange Set 37.5183
64 636056000 3d-mdrange Copy 50.1269
64 636056000 3d-mdrange Scale 49.9816
64 636056000 3d-mdrange Add 56.8694
64 636056000 3d-mdrange Triad 56.7641
64 655360000 4d-mdrange Set 37.1484
64 655360000 4d-mdrange Copy 48.8676
64 655360000 4d-mdrange Scale 49.3798
64 655360000 4d-mdrange Add 52.0736
64 655360000 4d-mdrange Triad 52.9311
64 655360000 4d-mdrange-tiling Set 78.7571
64 655360000 4d-mdrange-tiling Copy 104.6932
64 655360000 4d-mdrange-tiling Scale 107.4305
64 655360000 4d-mdrange-tiling Add 120.1693
64 655360000 4d-mdrange-tiling Triad 120.6720
64 655360000 4d-openmp Set 80.9828
64 655360000 4d-openmp Copy 106.4206
64 655360000 4d-openmp Scale 107.6561
64 655360000 4d-openmp Add 121.1963
64 655360000 4d-openmp Triad 121.7318
64 655360000 4d-openmp-simd Set 80.8875
64 655360000 4d-openmp-simd Copy 106.3735
64 655360000 4d-openmp-simd Scale 107.6336
64 655360000 4d-openmp-simd Add 121.1482
64 655360000 4d-openmp-simd Triad 121.6618
64 656356768 5d-mdrange Set 36.7765
64 656356768 5d-mdrange Copy 48.5707
64 656356768 5d-mdrange Scale 48.6070
64 656356768 5d-mdrange Add 53.3884
64 656356768 5d-mdrange Triad 52.6502
64 1358954496 range Set 79.7516
64 1358954496 range Copy 107.2815
64 1358954496 range Scale 107.8226
64 1358954496 range Add 121.0517
64 1358954496 range Triad 121.2467
64 1358954496 2d-mdrange Set 79.3638
64 1358954496 2d-mdrange Copy 106.7227
64 1358954496 2d-mdrange Scale 106.6784
64 1358954496 2d-mdrange Add 120.1418
64 1358954496 2d-mdrange Triad 120.7753
64 1331000000 3d-mdrange Set 36.9322
64 1331000000 3d-mdrange Copy 50.4323
64 1331000000 3d-mdrange Scale 50.1788
64 1331000000 3d-mdrange Add 57.0596
64 1331000000 3d-mdrange Triad 56.9266
64 1358954496 4d-mdrange Set 36.9423
64 1358954496 4d-mdrange Copy 48.9845
64 1358954496 4d-mdrange Scale 47.5708
64 1358954496 4d-mdrange Add 52.8660
64 1358954496 4d-mdrange Triad 53.1229
64 1358954496 4d-mdrange-tiling Set 79.8725
64 1358954496 4d-mdrange-tiling Copy 106.4730
64 1358954496 4d-mdrange-tiling Scale 106.8876
64 1358954496 4d-mdrange-tiling Add 120.4853
64 1358954496 4d-mdrange-tiling Triad 120.8806
64 1358954496 4d-openmp Set 80.0498
64 1358954496 4d-openmp Copy 107.8382
64 1358954496 4d-openmp Scale 107.9462
64 1358954496 4d-openmp Add 121.3276
64 1358954496 4d-openmp Triad 121.5972
64 1358954496 4d-openmp-simd Set 80.1558
64 1358954496 4d-openmp-simd Copy 107.6619
64 1358954496 4d-openmp-simd Scale 107.8836
64 1358954496 4d-openmp-simd Add 121.3596
64 1358954496 4d-openmp-simd Triad 121.5893
64 1453933568 5d-mdrange Set 36.6244
64 1453933568 5d-mdrange Copy 48.2747
64 1453933568 5d-mdrange Scale 48.8893
64 1453933568 5d-mdrange Add 54.9106
64 1453933568 5d-mdrange Triad 54.1718
128 256 range Set 0.2709
128 256 range Copy 0.5191
128 256 range Scale 0.5461
128 256 range Add 0.8510
128 256 range Triad 0.7447
128 256 2d-mdrange Set 0.2734
128 256 2d-mdrange Copy 0.5642
128 256 2d-mdrange Scale 0.6077
128 256 2d-mdrange Add 0.7990
128 256 2d-mdrange Triad 0.9467
128 512 3d-mdrange Set 0.6331
128 512 3d-mdrange Copy 1.0894
128 512 3d-mdrange Scale 1.1346
128 512 3d-mdrange Add 1.6362
128 512 3d-mdrange Triad 1.6764
128 256 4d-mdrange Set 0.3190
128 256 4d-mdrange Copy 0.5697
128 256 4d-mdrange Scale 0.6400
128 256 4d-mdrange Add 0.9862
128 256 4d-mdrange Triad 0.9540
128 256 4d-mdrange-tiling Set 0.3108
128 256 4d-mdrange-tiling Copy 0.5165
128 256 4d-mdrange-tiling Scale 0.5810
128 256 4d-mdrange-tiling Add 0.8790
128 256 4d-mdrange-tiling Triad 0.9645
128 256 4d-openmp Set 0.3531
128 256 4d-openmp Copy 0.6726
128 256 4d-openmp Scale 0.6370
128 256 4d-openmp Add 0.9783
128 256 4d-openmp Triad 1.0309
128 256 4d-openmp-simd Set 0.3210
128 256 4d-openmp-simd Copy 0.6827
128 256 4d-openmp-simd Scale 0.6440
128 256 4d-openmp-simd Add 0.9878
128 256 4d-openmp-simd Triad 0.9958
128 1024 5d-mdrange Set 1.3885
128 1024 5d-mdrange Copy 2.4712
128 1024 5d-mdrange Scale 2.5052
128 1024 5d-mdrange Add 3.6463
128 1024 5d-mdrange Triad 3.7809
128 4096 range Set 2.7652
128 4096 range Copy 6.4759
128 4096 range Scale 5.5165
128 4096 range Add 7.4080
128 4096 range Triad 7.6146
128 4096 2d-mdrange Set 4.9648
128 4096 2d-mdrange Copy 10.7085
128 4096 2d-mdrange Scale 9.9750
128 4096 2d-mdrange Add 14.3300
128 4096 2d-mdrange Triad 13.5405
128 4096 3d-mdrange Set 4.9498
128 4096 3d-mdrange Copy 9.4705
128 4096 3d-mdrange Scale 8.9530
128 4096 3d-mdrange Add 13.5967
128 4096 3d-mdrange Triad 14.3930
128 4096 4d-mdrange Set 4.8402
128 4096 4d-mdrange Copy 9.4705
128 4096 4d-mdrange Scale 9.1276
128 4096 4d-mdrange Add 14.1241
128 4096 4d-mdrange Triad 14.1648
128 4096 4d-mdrange-tiling Set 4.3807
128 4096 4d-mdrange-tiling Copy 10.0361
