nt n policy kernel bw
96 20736 4d-mdrange Set 7.2248
96 20736 4d-mdrange Copy 14.4125
96 20736 4d-mdrange Scale 13.7086
96 20736 4d-mdrange Add 19.3005
96 20736 4d-mdrange Triad 20.8953
96 32768 5d-mdrange Set 10.8481
96 32768 5d-mdrange Copy 21.4222
96 32768 5d-mdrange Scale 20.4800
96 32768 5d-mdrange Add 31.1532
96 32768 5d-mdrange Triad 30.8211
96 65536 range Set 23.5699
96 65536 range Copy 45.4697
96 65536 range Scale 46.1765
96 65536 range Add 67.2423
96 65536 range Triad 68.7591
96 65536 2d-mdrange Set 23.5318
96 65536 2d-mdrange Copy 45.8875
96 65536 2d-mdrange Scale 46.9204
96 65536 2d-mdrange Add 69.5465
96 65536 2d-mdrange Triad 69.9082
96 64000 3d-mdrange Set 21.9347
96 64000 3d-mdrange Copy 43.3549
96 64000 3d-mdrange Scale 43.2232
96 64000 3d-mdrange Add 63.3820
96 64000 3d-mdrange Triad 63.1267
96 65536 4d-mdrange Set 22.3434
96 65536 4d-mdrange Copy 44.6925
96 65536 4d-mdrange Scale 40.6409
96 65536 4d-mdrange Add 62.7865
96 65536 4d-mdrange Triad 62.3930
96 100000 5d-mdrange Set 30.3548
96 100000 5d-mdrange Copy 63.9335
96 100000 5d-mdrange Scale 56.0087
96 100000 5d-mdrange Add 85.6837
96 100000 5d-mdrange Triad 81.8107
96 331776 range Set 115.9245
96 331776 range Copy 229.8314
96 331776 range Scale 222.9022
96 331776 range Add 331.3480
96 331776 range Triad 338.4750
96 331776 2d-mdrange Set 112.3760
96 331776 2d-mdrange Copy 229.2557
96 331776 2d-mdrange Scale 218.6783
96 331776 2d-mdrange Add 325.3370
96 331776 2d-mdrange Triad 324.6738
96 262144 3d-mdrange Set 86.3274
96 262144 3d-mdrange Copy 167.3972
96 262144 3d-mdrange Scale 156.5039
96 262144 3d-mdrange Add 222.4859
96 262144 3d-mdrange Triad 233.4492
96 331776 4d-mdrange Set 105.4638
96 331776 4d-mdrange Copy 213.1808
96 331776 4d-mdrange Scale 180.0012
96 331776 4d-mdrange Add 261.2067
96 331776 4d-mdrange Triad 262.7929
96 248832 5d-mdrange Set 73.0382
96 248832 5d-mdrange Copy 145.0228
96 248832 5d-mdrange Scale 130.0233
96 248832 5d-mdrange Add 177.7583
96 248832 5d-mdrange Triad 175.2801
96 1048576 range Set 353.1897
96 1048576 range Copy 681.9729
96 1048576 range Scale 666.7415
96 1048576 range Add 995.6805
96 1048576 range Triad 994.9326
96 1048576 2d-mdrange Set 313.5342
96 1048576 2d-mdrange Copy 586.1036
96 1048576 2d-mdrange Scale 571.8011
96 1048576 2d-mdrange Add 816.9661
96 1048576 2d-mdrange Triad 819.3334
96 2097152 3d-mdrange Set 329.8965
96 2097152 3d-mdrange Copy 464.8072
96 2097152 3d-mdrange Scale 426.2287
96 2097152 3d-mdrange Add 551.4105
96 2097152 3d-mdrange Triad 527.3974
96 1048576 4d-mdrange Set 268.7278
96 1048576 4d-mdrange Copy 382.2473
96 1048576 4d-mdrange Scale 311.1386
96 1048576 4d-mdrange Add 402.4407
96 1048576 4d-mdrange Triad 395.8322
96 1048576 5d-mdrange Set 250.3091
96 1048576 5d-mdrange Copy 253.6890
96 1048576 5d-mdrange Scale 225.6033
96 1048576 5d-mdrange Add 320.9558
96 1048576 5d-mdrange Triad 274.9522
96 5308416 range Set 1364.6752
96 5308416 range Copy 2537.3321
96 5308416 range Scale 2492.4335
96 5308416 range Add 3593.4446
96 5308416 range Triad 3527.0891
96 5308416 2d-mdrange Set 803.0279
96 5308416 2d-mdrange Copy 1089.2550
96 5308416 2d-mdrange Scale 846.0638
96 5308416 2d-mdrange Add 949.3583
96 5308416 2d-mdrange Triad 909.7412
96 5832000 3d-mdrange Set 558.6742
96 5832000 3d-mdrange Copy 1050.7753
96 5832000 3d-mdrange Scale 714.0059
96 5832000 3d-mdrange Add 949.8307
96 5832000 3d-mdrange Triad 1008.6548
96 5308416 4d-mdrange Set 350.5525
96 5308416 4d-mdrange Copy 456.1622
96 5308416 4d-mdrange Scale 403.4326
96 5308416 4d-mdrange Add 434.3476
96 5308416 4d-mdrange Triad 472.6522
96 3200000 5d-mdrange Set 543.2822
96 3200000 5d-mdrange Copy 397.0716
96 3200000 5d-mdrange Scale 282.8089
96 3200000 5d-mdrange Add 349.0719
96 3200000 5d-mdrange Triad 350.2994
96 16777216 range Set 1295.3129
96 16777216 range Copy 1570.3490
96 16777216 range Scale 1107.2654
96 16777216 range Add 723.0637
96 16777216 range Triad 957.6014
96 16777216 2d-mdrange Set 700.0351
96 16777216 2d-mdrange Copy 469.6844
96 16777216 2d-mdrange Scale 504.7269
96 16777216 2d-mdrange Add 439.6113
96 16777216 2d-mdrange Triad 428.6750
96 16777216 3d-mdrange Set 262.4428
96 16777216 3d-mdrange Copy 203.1970
96 16777216 3d-mdrange Scale 218.3879
96 16777216 3d-mdrange Add 229.0275
96 16777216 3d-mdrange Triad 231.2649
96 16777216 4d-mdrange Set 229.8520
96 16777216 4d-mdrange Copy 153.9093
96 16777216 4d-mdrange Scale 154.4309
96 16777216 4d-mdrange Add 170.9686
96 16777216 4d-mdrange Triad 184.4687
96 17210368 5d-mdrange Set 199.5122
96 17210368 5d-mdrange Copy 151.7878
96 17210368 5d-mdrange Scale 202.4145
96 17210368 5d-mdrange Add 113.9941
96 17210368 5d-mdrange Triad 134.1625
96 40960000 range Set 511.4518
96 40960000 range Copy 443.6739
96 40960000 range Scale 421.3079
96 40960000 range Add 471.3136
96 40960000 range Triad 460.2654
96 40960000 2d-mdrange Set 424.4505
96 40960000 2d-mdrange Copy 306.8829
96 40960000 2d-mdrange Scale 350.2941
96 40960000 2d-mdrange Add 349.8011
96 40960000 2d-mdrange Triad 362.4169
96 46656000 3d-mdrange Set 274.2315
96 46656000 3d-mdrange Copy 169.2216
96 46656000 3d-mdrange Scale 192.7135
96 46656000 3d-mdrange Add 201.3623
96 46656000 3d-mdrange Triad 213.3621
96 40960000 4d-mdrange Set 180.0867
96 40960000 4d-mdrange Copy 101.0723
96 40960000 4d-mdrange Scale 125.1667
96 40960000 4d-mdrange Add 133.6102
96 40960000 4d-mdrange Triad 136.1553
96 33554432 5d-mdrange Set 119.6606
96 33554432 5d-mdrange Copy 122.3453
96 33554432 5d-mdrange Scale 119.2799
96 33554432 5d-mdrange Add 146.0843
96 33554432 5d-mdrange Triad 153.2097
96 84934656 range Set 328.0345
96 84934656 range Copy 367.1361
96 84934656 range Scale 362.4183
96 84934656 range Add 437.2490
96 84934656 range Triad 432.5016
96 84934656 2d-mdrange Set 304.8460
96 84934656 2d-mdrange Copy 286.7507
96 84934656 2d-mdrange Scale 314.4200
96 84934656 2d-mdrange Add 349.0779
96 84934656 2d-mdrange Triad 350.8383
96 85184000 3d-mdrange Set 202.2720
96 85184000 3d-mdrange Copy 148.7524
96 85184000 3d-mdrange Scale 175.4063
96 85184000 3d-mdrange Add 200.1656
96 85184000 3d-mdrange Triad 208.8961
96 84934656 4d-mdrange Set 137.3486
96 84934656 4d-mdrange Copy 116.3699
96 84934656 4d-mdrange Scale 142.1791
96 84934656 4d-mdrange Add 159.6463
96 84934656 4d-mdrange Triad 157.8856
96 102400000 5d-mdrange Set 138.3191
96 102400000 5d-mdrange Copy 98.4528
96 102400000 5d-mdrange Scale 116.1609
96 102400000 5d-mdrange Add 124.9394
96 102400000 5d-mdrange Triad 129.1652
96 157351936 range Set 276.3268
96 157351936 range Copy 351.7701
96 157351936 range Scale 341.6886
96 157351936 range Add 439.9773
96 157351936 range Triad 435.3702
96 157351936 2d-mdrange Set 263.0361
96 157351936 2d-mdrange Copy 289.2068
96 157351936 2d-mdrange Scale 317.1544
96 157351936 2d-mdrange Add 369.6898
96 157351936 2d-mdrange Triad 361.5070
96 157464000 3d-mdrange Set 142.8751
96 157464000 3d-mdrange Copy 126.4701
96 157464000 3d-mdrange Scale 154.9473
96 157464000 3d-mdrange Add 185.1680
96 157464000 3d-mdrange Triad 186.4361
96 157351936 4d-mdrange Set 144.4206
96 157351936 4d-mdrange Copy 110.1539
96 157351936 4d-mdrange Scale 128.7971
96 157351936 4d-mdrange Add 148.5670
96 157351936 4d-mdrange Triad 149.1213
96 164916224 5d-mdrange Set 126.7956
96 164916224 5d-mdrange Copy 101.0962
96 164916224 5d-mdrange Scale 118.6445
96 164916224 5d-mdrange Add 125.9934
96 164916224 5d-mdrange Triad 126.6356
96 268435456 range Set 258.2158
96 268435456 range Copy 341.9787
96 268435456 range Scale 334.9180
96 268435456 range Add 433.2953
96 268435456 range Triad 431.7455
96 268435456 2d-mdrange Set 235.2127
96 268435456 2d-mdrange Copy 287.2738
96 268435456 2d-mdrange Scale 303.4777
96 268435456 2d-mdrange Add 350.4714
96 268435456 2d-mdrange Triad 352.8290
96 262144000 3d-mdrange Set 130.6257
96 262144000 3d-mdrange Copy 129.0024
96 262144000 3d-mdrange Scale 153.9485
96 262144000 3d-mdrange Add 184.2162
96 262144000 3d-mdrange Triad 186.5890
96 268435456 4d-mdrange Set 109.4690
96 268435456 4d-mdrange Copy 127.3458
96 268435456 4d-mdrange Scale 134.5707
96 268435456 4d-mdrange Add 168.5001
96 268435456 4d-mdrange Triad 181.1152
96 254803968 5d-mdrange Set 116.2536
96 254803968 5d-mdrange Copy 109.1989
96 254803968 5d-mdrange Scale 126.8853
96 254803968 5d-mdrange Add 141.7701
96 254803968 5d-mdrange Triad 138.4305
96 429981696 range Set 251.0588
96 429981696 range Copy 360.6217
96 429981696 range Scale 352.7390
96 429981696 range Add 433.3231
96 429981696 range Triad 432.1994
96 429981696 2d-mdrange Set 236.7204
96 429981696 2d-mdrange Copy 300.8423
96 429981696 2d-mdrange Scale 308.5779
96 429981696 2d-mdrange Add 364.6931
96 429981696 2d-mdrange Triad 368.9387
96 438976000 3d-mdrange Set 152.3726
96 438976000 3d-mdrange Copy 142.1224
96 438976000 3d-mdrange Scale 167.0475
96 438976000 3d-mdrange Add 197.6834
96 438976000 3d-mdrange Triad 199.1775
96 429981696 4d-mdrange Set 115.0470
96 429981696 4d-mdrange Copy 106.0867
96 429981696 4d-mdrange Scale 128.9838
96 429981696 4d-mdrange Add 147.4892
96 429981696 4d-mdrange Triad 146.6748
